"assay_id","doc_id","description","assay_organism","assay_chembl_id","aidx","pref_name","activity_id","molregno","standard_relation","standard_value","standard_units","standard_flag","standard_type","pchembl_value","toid","upper_value","standard_upper_value","src_id (#1)","type","relation","value","units","text_value","standard_text_value","standard_inchi_key","canonical_smiles","compound_chembl_id"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",286580,67927,">",10000.0,"nM",1,"Ki",,,,,1,"Ki",">",10.0,"uM",,,"HGMVCCYVQGIANG-UHFFFAOYSA-N","CCNc1nc(C)c(s1)c2ccnc(Nc3cccc(O)c3)n2","CHEMBL296666"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",286583,67826,"=",800.0,"nM",1,"Ki",6.1,,,,1,"Ki","=",0.8,"uM",,,"AXAQVNRYNMCZCK-UHFFFAOYSA-N","CNc1nc(C)c(s1)c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2","CHEMBL46429"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",287755,67978,"=",80.0,"nM",1,"Ki",7.1,,,,1,"Ki","=",0.08,"uM",,,"CKJOPHUBYHDSMD-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3ccccc3)n2","CHEMBL295127"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",289068,67879,"=",70.0,"nM",1,"Ki",7.16,,,,1,"Ki","=",0.07,"uM",,,"OTMLAWRVLMYMDF-UHFFFAOYSA-N","CNc1nc(C)c(s1)c2ccnc(Nc3ccc(O)cc3)n2","CHEMBL47590"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",289071,66798,"=",20.0,"nM",1,"Ki",7.7,,,,1,"Ki","=",0.02,"uM",,,"MYHBMTAGTIOCHM-UHFFFAOYSA-N","CN(C)c1ccc(Nc2nccc(n2)c3sc(C)nc3C)cc1[N+](=O)[O-]","CHEMBL295484"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",291366,67424,">",20000.0,"nM",1,"Ki",,,,,1,"Ki",">",20.0,"uM",,,"ADMUFKDXOCHFHI-UHFFFAOYSA-N","CN(c1cccc(c1)[N+](=O)[O-])c2nccc(n2)c3sc(C)nc3C","CHEMBL297614"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",292717,67259,">",20000.0,"nM",1,"Ki",,,,,1,"Ki",">",20.0,"uM",,,"OBQRUVGOWSHCPO-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3cccc(c3)C(F)(F)F)n2","CHEMBL47276"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",292720,67257,"=",290.0,"nM",1,"Ki",6.54,,,,1,"Ki","=",0.29,"uM",,,"MEZFDQUDLQCVNX-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)C(F)(F)F)n2","CHEMBL48109"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",293901,67382,"=",100.0,"nM",1,"Ki",7.0,,,,1,"Ki","=",0.1,"uM",,,"WTBNAFYSFOUZGF-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3cccc(F)c3)n2","CHEMBL432116"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",295273,67944,">",20000.0,"nM",1,"Ki",,,,,1,"Ki",">",20.0,"uM",,,"OXXITOAERUPUMS-UHFFFAOYSA-N","CN(C)c1nccc(n1)c2sc(C)nc2C","CHEMBL43828"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",295276,67827,"=",60.0,"nM",1,"Ki",7.22,,,,1,"Ki","=",0.06,"uM",,,"AHXBVGBTNPVUAS-UHFFFAOYSA-N","CN(C)c1nc(C)c(s1)c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2","CHEMBL46401"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",296530,67428,"=",2500.0,"nM",1,"Ki",5.6,,,,1,"Ki","=",2.5,"uM",,,"LZVYYWCYKXAVES-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3ccc(Cl)cc3)n2","CHEMBL45001"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",296533,67035,">",20000.0,"nM",1,"Ki",,,,,1,"Ki",">",20.0,"uM",,,"UVHRIGKJFWKRMQ-UHFFFAOYSA-N","Cc1nc(sc1c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2)c4ccccn4","CHEMBL409506"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",296536,67289,"=",4100.0,"nM",1,"Ki",5.39,,,,1,"Ki","=",4.1,"uM",,,"XSCMYZSBESWDML-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)[N+](=O)[O-])n2","CHEMBL47690"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",297829,67260,">",20000.0,"nM",1,"Ki",,,,,1,"Ki",">",20.0,"uM",,,"IMTFOOWOQIKQFL-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3ccccc3C(F)(F)F)n2","CHEMBL48019"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",300436,67713,"=",40.0,"nM",1,"Ki",7.4,,,,1,"Ki","=",0.04,"uM",,,"PKHXJWYQMRFPTR-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3ccc(F)cc3)n2","CHEMBL297412"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",300439,67818,"=",160.0,"nM",1,"Ki",6.8,,,,1,"Ki","=",0.16,"uM",,,"QHFPQUQWXGDVKK-UHFFFAOYSA-N","Cc1nc(NCC=C)sc1c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2","CHEMBL47249"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",303932,67979,"=",670.0,"nM",1,"Ki",6.17,,,,1,"Ki","=",0.67,"uM",,,"CPJICALSLDLRJP-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3cccc(Cl)c3)n2","CHEMBL44712"
50641,17759,"Inhibitory activity against human CDK2 (Cyclin dependent kinase 2)",,"CHEMBL658107","CLD0","Cyclin-dependent kinase 2",303935,67381,"=",110.0,"nM",1,"Ki",6.96,,,,1,"Ki","=",0.11,"uM",,,"DEIGLICSSNUYPO-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2","CHEMBL45408"
50645,15530,"Inhibition of Cyclin-dependent kinase 2 enzyme from starfish oocytes","Marthasterias glacialis","CHEMBL874858","CLD0","Cyclin-dependent kinase 2",1089099,440694,"=",12000.0,"nM",1,"Ki",4.92,,,,1,"Ki","=",12.0,"uM",,,"MWGXGTJJAOZBNW-UHFFFAOYSA-N","Nc1nc(OCC2CCCCC2)c3nc[nH]c3n1","CHEMBL269881"
50646,15530,"Inhibition of Cyclin-dependent kinase 2 enzyme from starfish oocytes","Marthasterias glacialis","CHEMBL658933","CLD0","Cyclin-dependent kinase 2",1075425,112224,"=",1300.0,"nM",1,"Ki",5.89,,,,1,"Ki","=",1.3,"uM",,,"DGWXOLHKVGDQLN-UHFFFAOYSA-N","Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1","CHEMBL303958"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1442658,307217,"=",80.0,"nM",1,"Ki",7.1,,,,1,"Ki","=",0.08,"uM",,,"PWSJKYIMMLRSKB-UHFFFAOYSA-N","Cc1[nH]c(C(=O)N)c(C)c1c2ccnc(Nc3ccc(F)cc3)n2","CHEMBL362722"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1442661,307235,"=",30.0,"nM",1,"Ki",7.52,,,,1,"Ki","=",0.03,"uM",,,"IJIHKBKIAXXWCC-UHFFFAOYSA-N","Cc1[nH]c(c(C)c1c2ccnc(Nc3ccc(F)cc3)n2)[N+](=O)[O-]","CHEMBL364767"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1442768,307298,"=",360.0,"nM",1,"Ki",6.44,,,,1,"Ki","=",0.36,"uM",,,"QRXPIPWIGBYIFY-UHFFFAOYSA-N","Cc1[nH]c(Cl)c(C)c1c2ccnc(Nc3ccc(F)cc3)n2","CHEMBL365245"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1442771,307305,"=",270.0,"nM",1,"Ki",6.57,,,,1,"Ki","=",0.27,"uM",,,"YOPNSKYWFXZGHF-UHFFFAOYSA-N","Cc1[nH]c(Br)c(C)c1c2ccnc(Nc3ccc(F)cc3)n2","CHEMBL185099"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1444458,307244,"=",50.0,"nM",1,"Ki",7.3,,,,1,"Ki","=",0.05,"uM",,,"SSICQSAEGWZCOO-UHFFFAOYSA-N","Cc1c[nH]c(C)c1c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2","CHEMBL364408"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1444461,307125,"=",140.0,"nM",1,"Ki",6.85,,,,1,"Ki","=",0.14,"uM",,,"QMDPRICJPXKZCF-UHFFFAOYSA-N","Cc1[nH]c(C#N)c(C)c1c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2","CHEMBL264345"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1444464,307195,"=",50.0,"nM",1,"Ki",7.3,,,,1,"Ki","=",0.05,"uM",,,"VAIKGIPWMFDXHE-UHFFFAOYSA-N","Cc1ccc(Nc2nccc(n2)c3c(C)[nH]c(C#N)c3C)cc1[N+](=O)[O-]","CHEMBL183158"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1444467,307199,"=",50.0,"nM",1,"Ki",7.3,,,,1,"Ki","=",0.05,"uM",,,"SOZCYADPJSCHBP-UHFFFAOYSA-N","Cc1[nH]c(C#N)c(C)c1c2ccnc(Nc3ccc(O)cc3)n2","CHEMBL184253"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1444470,307151,"=",30.0,"nM",1,"Ki",7.52,,,,1,"Ki","=",0.03,"uM",,,"JYNCERXNUWYBKO-UHFFFAOYSA-N","Cc1[nH]c(C#N)c(C)c1c2ccnc(Nc3cccc(O)c3)n2","CHEMBL360530"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1444473,307157,"=",130.0,"nM",1,"Ki",6.89,,,,1,"Ki","=",0.13,"uM",,,"HYMYXKKKNFGXRB-UHFFFAOYSA-N","Cc1ccc(Nc2nccc(n2)c3c(C)[nH]c(C#N)c3C)cc1O","CHEMBL359623"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1444476,307131,"=",90.0,"nM",1,"Ki",7.05,,,,1,"Ki","=",0.09,"uM",,,"REMZNTHJUDSMFB-UHFFFAOYSA-N","Cc1cc(Nc2nccc(n2)c3c(C)[nH]c(C#N)c3C)ccc1F","CHEMBL185310"
302514,20061,"Inhibition of Cyclin dependent kinase 2",,"CHEMBL828229","CLD0","Cyclin-dependent kinase 2",1444479,307132,"=",100.0,"nM",1,"Ki",7.0,,,,1,"Ki","=",0.1,"uM",,,"KGJPVADNXHHEQY-UHFFFAOYSA-N","Cc1[nH]c(C#N)c(C)c1c2ccnc(Nc3ccc(F)cc3)n2","CHEMBL185323"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1438958,305637,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"TWQUOUJLNRGSRZ-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4cccc(c4)C(F)(F)F)n3)c(nn2n1)c5ccc(F)cc5","CHEMBL182493"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1438962,305651,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"CYHPFZLFUXOCJJ-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccc(F)c(F)c4)n3)c(nn2n1)c5ccc(F)cc5","CHEMBL182326"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1439061,305664,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"MYSOMHSTKVRJRA-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccc5OCCOc5c4)n3)c(nn2n1)c6ccc(F)cc6","CHEMBL183064"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1439063,305674,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"VUGNSTAXWJUVEZ-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccc(Cl)c(c4)C(F)(F)F)n3)c(nn2n1)c5ccc(F)cc5","CHEMBL361038"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1439065,305687,"=",3980.0,"nM",1,"Ki",5.4,,,,1,"Ki","=",3.98,"uM",,,"BWBMBCPGRIOUNV-UHFFFAOYSA-N","C1CC1c2nn3ncccc3c2c4ccnc(Nc5ccccc5)n4","CHEMBL362296"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1439067,305693,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"JDLIQIUDELHLFR-UHFFFAOYSA-N","Fc1ccc(Nc2nccc(n2)c3c(nn4ncccc34)C5CC5)cc1F","CHEMBL185516"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1439069,305763,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"DDFQLGDFPMLUMW-UHFFFAOYSA-N","C1CCC(CC1)c2nn3ncccc3c2c4ccnc(Nc5ccccc5)n4","CHEMBL273870"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1439071,305783,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"ZFSROZCISCIVQI-UHFFFAOYSA-N","Fc1ccc(Nc2nccc(n2)c3c(nn4ncccc34)C5CCCCC5)cc1F","CHEMBL185044"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1439073,305804,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"IEKJNVAHFVQHKN-UHFFFAOYSA-N","COCCOc1cnn2ncc(c3ccnc(Nc4cccc(OC)c4)n3)c2c1","CHEMBL180593"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1465916,312679,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"OOFICCWOSHSLFS-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccc(F)c(F)c4)n3)c(nn2n1)c5ccccc5","CHEMBL364197"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1465920,312584,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"UBHNWOSNJZLRHM-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccc(Cl)c(c4)C(F)(F)F)n3)c(nn2n1)c5ccccc5","CHEMBL186010"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1465922,312744,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"GHVWPRGGKCMKBF-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccc5OCCOc5c4)n3)c(nn2n1)c6ccccc6","CHEMBL361723"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1465924,312637,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"PMECDIZOVNMXJD-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccccc4)n3)c(nn2n1)c5cccc(c5)C(F)(F)F","CHEMBL364539"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1465927,313030,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"XRNHEFWKALUYJP-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccc(F)c(F)c4)n3)c(nn2n1)c5cccc(c5)C(F)(F)F","CHEMBL186195"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1465929,313297,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"CFJDGPMBIZYASB-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccc(Cl)c(c4)C(F)(F)F)n3)c(nn2n1)c5cccc(c5)C(F)(F)F","CHEMBL184657"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1465931,313068,"=",5000.0,"nM",1,"Ki",5.3,,,,1,"Ki","=",5.0,"uM",,,"QMRLWEAPWJVLLS-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccc5OCCOc5c4)n3)c(nn2n1)c6cccc(c6)C(F)(F)F","CHEMBL189617"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1465933,312846,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"SYZWMFMFXHAARO-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccccc4)n3)c(nn2n1)c5ccc(cc5)C(F)(F)F","CHEMBL187272"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1465935,313164,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"JLEUOCWABWBHQW-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccc5OCCOc5c4)n3)c(nn2n1)c6ccc(cc6)C(F)(F)F","CHEMBL188247"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1465937,312942,">",19950.0,"nM",1,"Ki",,,,,1,"Ki",">",19.95,"uM",,,"QKEWQKWUSAUMEH-UHFFFAOYSA-N","Cc1ccc2c(c3ccnc(Nc4ccccc4)n3)c(nn2n1)c5ccc(F)cc5","CHEMBL189459"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1467146,312945,"=",5.0,"nM",1,"Ki",8.3,,,,1,"Ki","=",0.005,"uM",,,"LIYXXFOSHNQSRD-UHFFFAOYSA-N","N(c1ccccc1)c2nccc(n2)c3cnn4ncccc34","CHEMBL359554"
302524,21080,"Binding affinity for human cyclin-dependent kinase 2","Homo sapiens","CHEMBL827377","CLD0","Cyclin-dependent kinase 2",1467151,312975,"=",19900.0,"nM",1,"Ki",4.7,,,,1,"Ki","=",19.9,"uM",,,"XYEFJKRTJUALOK-UHFFFAOYSA-N","CN(c1ccccc1)c2nccc(n2)c3cnn4ncccc34","CHEMBL360866"
