doc_id,doc_chembl_id,lead_mol_count,title,mol_count
127011,CHEMBL5338791,1,"Discovery of Novel 1,3-Diphenylpyrazine Derivatives as Potent S-Phase Kinase-Associated Protein 2 (Skp2) Inhibitors for the Treatment of Cancer.",88
117343,CHEMBL4665798,1,Novel Human Urate Transporter 1 Inhibitors as Hypouricemic Drug Candidates with Favorable Druggability.,88
136517,CHEMBL6087456,1,Structure-Based Discovery and Development of Highly Potent Dihydroorotate Dehydrogenase Inhibitors for Malaria Chemoprevention.,83
129127,CHEMBL5518181,1,Studies of antibacterial activity (in vitro and in vivo) and mode of action for des-acyl tridecaptins (DATs).,83
104327,CHEMBL4007422,1,"Discovery and Development of 1-[(2-Bromophenyl)sulfonyl]-5-methoxy-3-[(4-methyl-1-piperazinyl)methyl]-1H-indole Dimesylate Monohydrate (SUVN-502): A Novel, Potent, Selective and Orally Active Serotonin 6 (5-HT6) Receptor Antagonist for Potential Treatment of Alzheimer's Disease.",82
129329,CHEMBL5528028,1,Discovery of benzopyridone cyanoacetates as new type of potential broad-spectrum antibacterial candidates.,81
98768,CHEMBL3785091,2,Discovery of AZD8165  a clinical candidate from a novel series of neutral thrombin inhibitors,81
119039,CHEMBL4715854,1,Discovery of Roblitinib (FGF401) as a Reversible-Covalent Inhibitor of the Kinase Activity of Fibroblast Growth Factor Receptor 4.,81
111700,CHEMBL4350963,1,"Discovery and Lead-Optimization of 4,5-Dihydropyrazoles as Mono-Kinase Selective, Orally Bioavailable and Efficacious Inhibitors of Receptor Interacting Protein 1 (RIP1) Kinase.",80
76467,CHEMBL3102825,2,Exploration of a series of 5-arylidene-2-thioxoimidazolidin-4-ones as inhibitors of the cytolytic protein perforin.,79
128217,CHEMBL5380856,1,Development of Orally Bioavailable Amidobenzimidazole Analogues Targeting Stimulator of Interferon Gene (STING) Receptor.,78
60213,CHEMBL1914403,4,"Highly potent, selective, and orally active phosphodiesterase 10A inhibitors.",78
136597,CHEMBL6092168,1,Identification of novel indolinone derivatives as CTSC inhibitors to treat inflammatory bowel disease by modulating inflammatory factors.,78
124591,CHEMBL5154841,2,Optimization of NAMPT activators to achieve in vivo neuroprotective efficacy.,78
116237,CHEMBL4616632,1,"Discovery of Cyclic Boronic Acid QPX7728, an Ultrabroad-Spectrum Inhibitor of Serine and Metallo-β-lactamases.",78
137235,CHEMBL6120964,1,Discovery and Optimization of a Series of Vinyl Sulfoximine-Based Analogues as Potent Nrf2 Activators for the Treatment of Multiple Sclerosis.,77
113386,CHEMBL4406807,2,"Discovery of 3,4,6-Trisubstituted Piperidine Derivatives as Orally Active, Low hERG Blocking Akt Inhibitors via Conformational Restriction and Structure-Based Design.",76
128440,CHEMBL5390254,2,Discovery and Optimization of Novel <i>h</i>DHODH Inhibitors for the Treatment of Inflammatory Bowel Disease.,75
128838,CHEMBL5500393,2,Discovery and Optimization of Novel &lt;i&gt;Sa&lt;/i&gt;FabI Inhibitors as Specific Therapeutic Agents for MRSA Infection.,74
125541,CHEMBL5241094,1,"Discovery of 5-{2-[5-Chloro-2-(5-ethoxyquinoline-8-sulfonamido)phenyl]ethynyl}-4-methoxypyridine-2-carboxylic Acid, a Highly Selective in Vivo Useable Chemical Probe to Dissect MCT4 Biology.",74
98294,CHEMBL3763144,2,Optimization of a Novel Series of Ataxia-Telangiectasia Mutated Kinase Inhibitors as Potential Radiosensitizing Agents.,74
120060,CHEMBL4808175,1,From Celecoxib to a Novel Class of Phosphodiesterase 5 Inhibitors: Trisubstituted Pyrazolines as Novel Phosphodiesterase 5 Inhibitors with Extremely High Potency and Phosphodiesterase Isozyme Selectivity.,73
124949,CHEMBL5223084,1,"Discovery and Preclinical Characterization of Usmarapride (SUVN-D4010): A Potent, Selective 5-HT<sub>4</sub> Receptor Partial Agonist for the Treatment of Cognitive Deficits Associated with Alzheimer's Disease.",73
121594,CHEMBL5032510,1,Identification of Novel Fused Heteroaromatics-Based MALT1 Inhibitors by High-Throughput Screening to Treat B Cell Lymphoma.,73
128001,CHEMBL5370659,1,Structure-Based Design of Xanthine-Imidazopyridines and -Imidazothiazoles as Highly Potent and In Vivo Efficacious Tryptophan Hydroxylase Inhibitors.,73
120845,CHEMBL4828733,2,Discovery and <i>In Vivo</i> Anti-inflammatory Activity Evaluation of a Novel Non-peptidyl Non-covalent Cathepsin C Inhibitor.,73
75195,CHEMBL2434870,4,Design of substituted imidazolidinylpiperidinylbenzoic acids as chemokine receptor 5 antagonists: potent inhibitors of R5 HIV-1 replication.,72
105861,CHEMBL4049436,1,Inhibitors of 15-Prostaglandin Dehydrogenase To Potentiate Tissue Repair.,71
137872,CHEMBL6177960,1,"Rational design, optimization, and biological evaluation of novel pyrrolo-pyridone derivatives as potent and orally active Cbl-b inhibitors.",71
112493,CHEMBL4376858,1,Structure-Activity Relationships of Novel Thiazole-Based Modafinil Analogues Acting at Monoamine Transporters.,70
116397,CHEMBL4619752,1,Optimization and biological evaluation of thiazole-bis-amide inverse agonists of RORγt.,70
129431,CHEMBL5532675,1,Discovery of 4-Ethoxy-6-chloro-5-azaindazoles as Novel PDE4 Inhibitors for the Treatment of Alcohol Use Disorder and Alcoholic Liver Diseases.,70
129435,CHEMBL5532679,1,"Discovery and Characterization of RGH-122, a Potent, Selective, and Orally Bioavailable V1a Receptor Antagonist.",70
137451,CHEMBL6127115,1,Structure-Guided Discovery of Selective USP7 Inhibitors with In Vivo Activity.,70
126343,CHEMBL5316320,1,Discovery of Novel Indazole Chemotypes as Isoform-Selective JNK3 Inhibitors for the Treatment of Parkinson's Disease.,70
128868,CHEMBL5500423,1,"More than an Amide Bioisostere: Discovery of 1,2,4-Triazole-containing Pyrazolo[1,5-<i>a</i>]pyrimidine Host CSNK2 Inhibitors for Combatting β-Coronavirus Replication.",70
127743,CHEMBL5365437,1,"Cannabinoformins: Designing Biguanide-Embedded, Orally Available, Peripherally Selective Cannabinoid-1 Receptor Antagonists for Metabolic Syndrome Disorders.",69
121330,CHEMBL4842353,2,Structure-activity relationship investigation for imidazopyrazole-3-carboxamide derivatives as novel selective inhibitors of Bruton's tyrosine kinase.,68
129420,CHEMBL5532664,1,"Discovery, Optimization, and Evaluation of Potent and Selective DNA-PK Inhibitors in Combination with Chemotherapy or Radiotherapy for the Treatment of Malignancies.",68
108496,CHEMBL4196171,1,"Design of Gut-Restricted Thiazolidine Agonists of G Protein-Coupled Bile Acid Receptor 1 (GPBAR1, TGR5).",68
120072,CHEMBL4808187,2,Antiarrhythmic Hit to Lead Refinement in a Dish Using Patient-Derived iPSC Cardiomyocytes.,68
122282,CHEMBL5053557,1,Discovery of Novel Dual-Target Inhibitor of Bromodomain-Containing Protein 4/Casein Kinase 2 Inducing Apoptosis and Autophagy-Associated Cell Death for Triple-Negative Breast Cancer Therapy.,68
130233,CHEMBL5584303,1,Identification and Characterization of a Blood-Brain Barrier Penetrant Inositol Hexakisphosphate Kinase (IP6K) Inhibitor.,68
124396,CHEMBL5154646,1,Structure-guided optimization of 1H-imidazole-2-carboxylic acid derivatives affording potent VIM-Type metallo-β-lactamase inhibitors.,67
121020,CHEMBL4834430,1,Design and Structure-Activity Relationships of Isothiocyanates as Potent and Selective <i>N</i>-Acylethanolamine-Hydrolyzing Acid Amidase Inhibitors.,67
125420,CHEMBL5236596,1,Discovery and Optimization of <i>N</i>-Acyl-6-sulfonamide-tetrahydroquinoline Derivatives as Novel Non-Steroidal Selective Glucocorticoid Receptor Modulators.,66
129374,CHEMBL5528073,1,"Design, Synthesis, and Biological Evaluation of <i>Pierardine</i> Derivatives as Novel Brain-Penetrant and <i>In Vivo</i> Potent NMDAR-GluN2B Antagonists for Ischemic Stroke Treatment.",66
127224,CHEMBL5346950,1,Development of Biaryl-Containing Aldo-Keto Reductase 1C3 (AKR1C3) Inhibitors for Reversing AKR1C3-Mediated Drug Resistance in Cancer Treatment.,66
126340,CHEMBL5316317,2,Discovery and Hit-to-Lead Optimization of Benzothiazole Scaffold-Based DNA Gyrase Inhibitors with Potent Activity against <i>Acinetobacter baumannii</i> and <i>Pseudomonas aeruginosa</i>.,65
129745,CHEMBL5543172,1,"Novel Isoalantolactone-Based Derivatives as Potent NLRP3 Inflammasome Inhibitors: Design, Synthesis, and Biological Characterization.",65
129061,CHEMBL5512657,1,"Design, synthesis and evaluation of a pyrazolo[3,4-d]pyrimidine derivative as a novel and potent TGFβ1R1 inhibitor.",65
121891,CHEMBL5042473,3,Design and Synthesis of Highly Selective Brain Penetrant p38α Mitogen-Activated Protein Kinase Inhibitors.,65
90546,CHEMBL3352261,1,Discovery of inhibitors of the mitotic kinase TTK based on N-(3-(3-sulfamoylphenyl)-1H-indazol-5-yl)-acetamides and carboxamides.,65
120090,CHEMBL4808205,1,Discovery of TAK-041: a Potent and Selective GPR139 Agonist Explored for the Treatment of Negative Symptoms Associated with Schizophrenia.,64
127667,CHEMBL5360644,1,"Structure-Activity Relationship Studies of 2,4,5-Trisubstituted Pyrimidine Derivatives Leading to the Identification of a Novel and Potent Sirtuin 5 Inhibitor against Sepsis-Associated Acute Kidney Injury.",64
108963,CHEMBL4229418,1,"Design, synthesis and pharmacology of aortic-selective acyl-CoA: Cholesterol O-acyltransferase (ACAT/SOAT) inhibitors.",64
136526,CHEMBL6087465,2,"Design, Synthesis, and Antitumor Activity Evaluation of 2-Phenylthiazole-5-Carboxylic Acid Derivatives Targeting Transactivation Response RNA-Binding Protein 2.",64
128077,CHEMBL5375972,1,"Discovery of Novel 2,3-Dihydro-1<i>H</i>-indene-5-sulfonamide NLRP3 Inflammasome Inhibitors Targeting Colon as a Potential Therapy for Colitis.",64
136427,CHEMBL6083277,1,"Discovery of SZJK-0421: A Novel Potent, Low Toxicity, Selective Second Generation of CRM1 Inhibitor for the Treatment of Both Hematological and Solid Tumors.",64
112217,CHEMBL4371006,1,Discovery of N-[4-(Quinolin-4-yloxy)phenyl]benzenesulfonamides as Novel AXL Kinase Inhibitors.,63
128251,CHEMBL5385846,1,Discovery and development of palmatine analogues as anti-NASH agents by activating farnesoid X receptor (FXR).,63
121918,CHEMBL5042500,4,"Rational Design of Highly Potent, Selective, and Bioavailable SGK1 Protein Kinase Inhibitors for the Treatment of Osteoarthritis.",63
104892,CHEMBL4020847,1,Discovery of an Orally Bioavailable Inhibitor of Defective in Cullin Neddylation 1 (DCN1)-Mediated Cullin Neddylation.,63
126151,CHEMBL5260850,1,The exploration of aza-quinolines as hematopoietic prostaglandin D synthase (H-PGDS) inhibitors with low brain exposure.,63
104705,CHEMBL4017520,1,"Discovery, Structure-Activity Relationship, and Antiparkinsonian Effect of a Potent and Brain-Penetrant Chemical Series of Positive Allosteric Modulators of Metabotropic Glutamate Receptor 4.",62
128168,CHEMBL5380807,1,"Imidazo[1,2-<i>a</i>]Pyridine Derivatives as Novel Dual-Target Inhibitors of ABCB1 and ABCG2 for Reversing Multidrug Resistance.",62
106738,CHEMBL4130633,4,Exploration of Benzothiazole Rhodacyanines as Allosteric Inhibitors of Protein-Protein Interactions with Heat Shock Protein 70 (Hsp70).,62
136342,CHEMBL6083192,1,"Discovery of 1,2,4-Triazole-3-thione Derivatives as Potent and Selective DCN1 Inhibitors for Pathological Cardiac Fibrosis and Remodeling.",62
112738,CHEMBL4387709,3,Discovery of Quinoline Analogues as Potent Antivirals against Enterovirus D68 (EV-D68).,61
128094,CHEMBL5375989,1,"Pioneering 4,11-Dioxo-4,11-dihydro-1<i>H</i>-anthra[2,3-<i>d</i>]imidazol-3-ium Compounds as Promising Survivin Inhibitors by Targeting ILF3/NF110 for Cancer Therapy.",61
121024,CHEMBL4834434,2,Discovery of Novel and Potent <i>N</i>-Methyl-d-aspartate Receptor Positive Allosteric Modulators with Antidepressant-like Activity in Rodent Models.,61
89407,CHEMBL3352189,1,"Development of (E)-2-((1,4-dimethylpiperazin-2-ylidene)amino)-5-nitro-N-phenylbenzamide, ML336: Novel 2-amidinophenylbenzamides as potent inhibitors of venezuelan equine encephalitis virus.",61
115661,CHEMBL4602676,1,"Discovery and Development of 3-(6-Chloropyridine-3-yloxymethyl)-2-azabicyclo[3.1.0]hexane Hydrochloride (SUVN-911): A Novel, Potent, Selective, and Orally Active Neuronal Nicotinic Acetylcholine α4β2 Receptor Antagonist for the Treatment of Depression.",61
127015,CHEMBL5338795,1,Novel Triazoles with Potent and Broad-Spectrum Antifungal Activity In Vitro and In Vivo.,61
49112,CHEMBL1156787,1,"Structure-activity relationship studies leading to the identification of (2E)-3-[l-[(2,4-dichlorophenyl)methyl]-5-fluoro-3-methyl-lH-indol-7-yl]-N-[(4,5-dichloro-2-thienyl)sulfonyl]-2-propenamide (DG-041), a potent and selective prostanoid EP3 receptor antagonist, as a novel antiplatelet agent that does not prolong bleeding.",61
121318,CHEMBL4842341,3,"Discovery of IACS-9779 and IACS-70465 as Potent Inhibitors Targeting Indoleamine 2,3-Dioxygenase 1 (IDO1) Apoenzyme.",61
115948,CHEMBL4610036,1,Discovery of small molecule antagonists of chemokine receptor CXCR6 that arrest tumor growth in SK-HEP-1 mouse xenografts as a model of hepatocellular carcinoma.,61
129052,CHEMBL5512648,2,Proline-derived quinoline formamide compounds as human urate transporter 1 inhibitors with potent uric acid-lowering activities.,60
93153,CHEMBL3603755,1,"Discovery of 2-[1-(4,4-Difluorocyclohexyl)piperidin-4-yl]-6-fluoro-3-oxo-2,3-dihydro-1H-isoindole-4-carboxamide (NMS-P118): A Potent, Orally Available, and Highly Selective PARP-1 Inhibitor for Cancer Therapy.",60
57799,CHEMBL1781999,2,Lead optimization of aryl and aralkyl amine-based triazolopyrimidine inhibitors of Plasmodium falciparum dihydroorotate dehydrogenase with antimalarial activity in mice.,60
137333,CHEMBL6121062,1,"Discovery, Optimization, and Preclinical Pharmacology of EP652, a METTL3 Inhibitor with Efficacy in Liquid and Solid Tumor Models.",60
128180,CHEMBL5380819,2,Design and Synthesis of Triazole-Containing HDAC Inhibitors That Induce Antitumor Effects and Immune Response.,60
128819,CHEMBL5500374,1,Exploration of novel isoxazole-fused quinone derivatives as anti-colorectal cancer agents through inhibiting STAT3 and elevating ROS level.,60
128166,CHEMBL5380805,1,"Discovery of Novel Human Constitutive Androstane Receptor Agonists with the Imidazo[1,2-<i>a</i>]pyridine Structure.",60
128090,CHEMBL5375985,1,"Discovery of JN122, a Spiroindoline-Containing Molecule that Inhibits MDM2/p53 Protein-Protein Interaction and Exerts Robust In Vivo Antitumor Efficacy.",60
124661,CHEMBL5154911,1,Palmatine Derivatives as Potential Antiplatelet Aggregation Agents via Protein Kinase G/Vasodilator-Stimulated Phosphoprotein and Phosphatidylinositol 3-Kinase/Akt Phosphorylation.,60
116813,CHEMBL4627393,1,"Discovery of Potent, Selective, and State-Dependent NaV1.7 Inhibitors with Robust Oral Efficacy in Pain Models: Structure-Activity Relationship and Optimization of Chroman and Indane Aryl Sulfonamides.",60
120052,CHEMBL4808167,1,"Design, Synthesis, and Evaluation of Small Molecule Gαq/11 Protein Inhibitors for the Treatment of Uveal Melanoma.",60
126322,CHEMBL5316299,1,Discovery of Novel Drug-like PHGDH Inhibitors to Disrupt Serine Biosynthesis for Cancer Therapy.,59
124435,CHEMBL5154685,1,"Discovery of 3,4-Dihydrobenzo[<i>f</i>][1,4]oxazepin-5(2<i>H</i>)-one Derivatives as a New Class of Selective TNIK Inhibitors and Evaluation of Their Anti-Colorectal Cancer Effects.",59
58322,CHEMBL1806459,1,Discovery of N-(1-ethylpropyl)-[3-methoxy-5-(2-methoxy-4-trifluoromethoxyphenyl)-6-methyl-pyrazin-2-yl]amine 59 (NGD 98-2): an orally active corticotropin releasing factor-1 (CRF-1) receptor antagonist.,59
75993,CHEMBL3085648,1,Enhancement of kinase selectivity in a potent class of arylamide FMS inhibitors.,59
137579,CHEMBL6134847,1,Structure-Based Design and Optimization Lead to the Identification of a Novel Potent sEH Inhibitor with PPARγ Partial Agonist Activity against Inflammatory and Metabolic-Related Diseases.,59
127648,CHEMBL5360625,1,"Design, Synthesis, and Antitumor Activity Evaluation of 2-Arylmethoxy-4-(2,2'-dihalogen-substituted biphenyl-3-ylmethoxy) Benzylamine Derivatives as Potent PD-1/PD-L1 Inhibitors.",59
128154,CHEMBL5380793,1,Structure-Activity Relationship of Novel Pyrimidine Derivatives with Potent Inhibitory Activities against <i>Mycobacterium tuberculosis</i>.,59
136142,CHEMBL6074676,1,"Optimization and Biological Evaluation of Novel 1<i>H</i>-Pyrrolo[2,3-<i>c</i>]pyridin Derivatives as Potent and Reversible Lysine Specific Demethylase 1 Inhibitors for the Treatment of Acute Myelogenous Leukemia.",58
129645,CHEMBL5543072,1,Discovery of a novel lead characterized by a stilbene-extended scaffold against sepsis as soluble epoxide hydrolase inhibitors.,58
115680,CHEMBL4602695,1,"Discovery and SARs of 5-Chloro-N4-phenyl-N2-(pyridin-2-yl)pyrimidine-2,4-diamine Derivatives as Oral Available and Dual CDK 6 and 9 Inhibitors with Potent Antitumor Activity.",58
121334,CHEMBL4842357,1,Discovery of Novel Apigenin-Piperazine Hybrids as Potent and Selective Poly (ADP-Ribose) Polymerase-1 (PARP-1) Inhibitors for the Treatment of Cancer.,58
128844,CHEMBL5500399,2,"Design, Synthesis, and Biological Evaluation of 1,2,4-Oxadiazole Derivatives Containing an Aryl Carboxylic Acid Moiety as Potent Sarbecovirus Papain-like Protease Inhibitors.",58
137452,CHEMBL6127116,1,Discovery of Potent and Selective Blockers Targeting the Epilepsy-Associated K<sub>Na</sub>1.1 Channel.,58
112397,CHEMBL4373711,1,"Development of 3,5-Dinitrophenyl-Containing 1,2,4-Triazoles and Their Trifluoromethyl Analogues as Highly Efficient Antitubercular Agents Inhibiting Decaprenylphosphoryl-β-d-ribofuranose 2'-Oxidase.",58
104463,CHEMBL4011618,1,"Discovery of Potent, Selective Stem Cell Factor Receptor/Platelet Derived Growth Factor Receptor Alpha (c-KIT/PDGFRα) Dual Inhibitor for the Treatment of Imatinib-Resistant Gastrointestinal Stromal Tumors (GISTs).",58
137342,CHEMBL6127006,1,Discovery and Optimization of Novel Biphenyl Derivatives Bearing Cyclopropyl Linkage as Potent Programmed Cell Death-1/Programmed Cell Death-Ligand 1 Inhibitors.,58
123547,CHEMBL5126607,1,Discovery and <i>In Vivo</i> Evaluation of ACT-660602: A Potent and Selective Antagonist of the Chemokine Receptor CXCR3 for Autoimmune Diseases.,57
136220,CHEMBL6078625,1,Discovery of SILA-123 as a Highly Potent FLT3 Inhibitor for the Treatment of Acute Myeloid Leukemia with Various FLT3 Mutations.,57
136461,CHEMBL6087400,1,"Synthesis and Biological Evaluation of New Chalcogen Semicarbazone (&lt;i&gt;S&lt;/i&gt;, &lt;i&gt;Se&lt;/i&gt;) and Their Azole Derivatives against Chagas Disease.",57
129184,CHEMBL5518238,1,Structure-Activity Relationship (SAR) Studies of Novel Monovalent AR/AR-V7 Dual Degraders with Potent Efficacy against Advanced Prostate Cancer.,57
129299,CHEMBL5523769,1,Discovery of Novel Nonpeptidic and Noncovalent Small Molecule 3CL<sup>pro</sup> Inhibitors as anti-SARS-CoV-2 Drug Candidate.,57
113697,CHEMBL4414648,1,"Novel Benzohydroxamate-Based Potent and Selective Histone Deacetylase 6 (HDAC6) Inhibitors Bearing a Pentaheterocyclic Scaffold: Design, Synthesis, and Biological Evaluation.",57
106455,CHEMBL4130350,1,"Discovery, mechanism and metabolism studies of 2,3-difluorophenyl-linker-containing PARP1 inhibitors with enhanced in vivo efficacy for cancer therapy.",56
127181,CHEMBL5346907,1,Discovery of a novel oral type Ⅰ CDK8 inhibitor against acute myeloid leukemia.,56
129383,CHEMBL5528082,1,"Design, Synthesis, and Biological Evaluation of 5-(5-Iodo-2-isopropyl-4-methoxyphenoxy)pyrimidine-2,4-diamine (AF-353) Derivatives as Novel DHFR Inhibitors against <i>Staphylococcus aureus</i>.",56
129190,CHEMBL5518244,1,"Design, Synthesis, and Biological Evaluation of a Novel NIK Inhibitor with Anti-Inflammatory and Hepatoprotective Effects for Sepsis Treatment.",56
72140,CHEMBL2321873,1,1-(4-Phenylpiperazin-1-yl)-2-(1H-pyrazol-1-yl)ethanones as novel CCR1 antagonists.,56
120710,CHEMBL4825680,1,Structure-based discovery of potent and selective small-molecule inhibitors targeting signal transducer and activator of transcription 3 (STAT3).,56
114173,CHEMBL4428053,1,Application of a Parallel Synthetic Strategy in the Discovery of Biaryl Acyl Sulfonamides as Efficient and Selective NaV1.7 Inhibitors.,56
128221,CHEMBL5380860,1,"Design, Synthesis, and Antitumor Activity of Potent and Selective EGFR L858R/T790M Inhibitors and Identification of a Combination Therapy to Overcome Acquired Resistance in Models of Non-small-cell Lung Cancer.",55
138003,CHEMBL6182894,1,"Design, synthesis, and biological evaluation of quinolinyl-ureido-phenyl-hydrazide derivatives and quinolinyl-hydrazide derivatives as anticancer agents targeting Nur77-mediated ferroptosis.",55
137889,CHEMBL6177977,1,"Discovery of a Potent, Selective, and Brain-Penetrant Checkpoint Kinase 1 Inhibitor, BEN-28010, for the Treatment of Glioblastoma.",55
130749,CHEMBL5625242,2,Discovery of brain permeable 2-Azabicyclo[2.2.2]octane sulfonamides as a novel class of presenilin-1 selective γ-secretase inhibitors.,55
129384,CHEMBL5528083,1,Discovery of a Novel Thienopyrimidine Compound as a Urate Transporter 1 and Glucose Transporter 9 Dual Inhibitor with Improved Efficacy and Favorable Druggability.,55
136719,CHEMBL6096691,1,Discovery of Potent and Selective CDK4/6 Inhibitors for the Treatment of Chemotherapy-Induced Myelosuppression.,55
122794,CHEMBL5104182,1,Design and Synthesis of a 2-Amino-pyridine Derivative as a Potent CDK8 Inhibitor for Anti-colorectal Cancer Therapy.,55
122956,CHEMBL5108044,1,Discovery of a Novel Potent STAT3 Inhibitor HP590 with Dual p-Tyr<sup>705</sup>/Ser<sup>727</sup> Inhibitory Activity for Gastric Cancer Treatment.,55
124537,CHEMBL5154787,3,"Discovery and Optimization of Biaryl Alkyl Ethers as a Novel Class of Highly Selective, CNS-Penetrable, and Orally Active Adaptor Protein-2-Associated Kinase 1 (AAK1) Inhibitors for the Potential Treatment of Neuropathic Pain.",55
120716,CHEMBL4825686,2,HTS-based discovery and optimization of novel positive allosteric modulators of the α7 nicotinic acetylcholine receptor.,55
129000,CHEMBL5506074,1,Discovery and Optimization of Tetrahydroisoquinoline Derivatives To Enhance Lysosome Biogenesis as Preclinical Candidates for the Treatment of Alzheimer's Disease.,54
127799,CHEMBL5365493,1,Highly Selective Inhibitors of Dipeptidyl Peptidase 9 (DPP9) Derived from the Clinically Used DPP4-Inhibitor Vildagliptin.,54
124394,CHEMBL5154644,1,"Design, Synthesis, and Structure-Activity Relationship Optimization of Pyrazolopyrimidine Amide Inhibitors of Phosphoinositide 3-Kinase γ (PI3Kγ).",54
129890,CHEMBL5550222,1,Synthesis and Biological Evaluation of Novel <i>Psidium</i> Meroterpenoid Derivatives against Cisplatin-Induced Acute Kidney Injury.,54
107502,CHEMBL4152377,4,"Design and Activity of Specific Hypoxia-Inducible Factor-2α (HIF-2α) Inhibitors for the Treatment of Clear Cell Renal Cell Carcinoma: Discovery of Clinical Candidate ( S)-3-((2,2-Difluoro-1-hydroxy-7-(methylsulfonyl)-2,3-dihydro-1 H-inden-4-yl)oxy)-5-fluorobenzonitrile (PT2385).",54
98598,CHEMBL3774320,2,SAR exploration at the C-3 position of tetrahydro-β-carboline sstr3 antagonists.,54
120873,CHEMBL4828761,1,Development and crystallography-aided SAR studies of multifunctional BuChE inhibitors and 5-HT<sub>6</sub>R antagonists with β-amyloid anti-aggregation properties.,54
121942,CHEMBL5042524,1,Discovery of Novel Histone Deacetylase 6 (HDAC6) Inhibitors with Enhanced Antitumor Immunity of Anti-PD-L1 Immunotherapy in Melanoma.,54
